Date,Open,High,Low,Close,Volume
2021-06-01,1.2211,1.2227,1.2255,1.2211,0
2021-06-02,1.2209,1.2214,1.2227,1.2163,0
2021-06-03,1.2124,1.221,1.2217,1.2118,0
2021-06-04,1.2165,1.2129,1.2186,1.2104,0
2021-06-07,1.2189,1.2168,1.2203,1.2145,0
2021-06-08,1.2171,1.219,1.2196,1.2163,0
2021-06-09,1.2178,1.2173,1.2219,1.217,0
2021-06-10,1.2169,1.2181,1.2195,1.2142,0
2021-06-11,1.2106,1.217,1.2196,1.2092,0
2021-06-14,1.2118,1.211,1.2131,1.2093,0
2021-06-15,1.2124,1.212,1.2149,1.21,0
2021-06-16,1.1994,1.2127,1.2135,1.1993,0
2021-06-17,1.1906,1.1996,1.2007,1.1891,0
2021-06-18,1.186,1.1908,1.1926,1.1846,0
2021-06-21,1.1915,1.1868,1.1922,1.1847,0
2021-06-22,1.1938,1.1918,1.1954,1.1881,0
2021-06-23,1.1925,1.1939,1.197,1.1911,0
2021-06-24,1.193,1.1927,1.1957,1.1918,0
2021-06-25,1.1933,1.1932,1.1976,1.1925,0
2021-06-28,1.1924,1.1935,1.1946,1.1902,0
2021-06-29,1.1895,1.1926,1.1932,1.1877,0
2021-06-30,1.1855,1.1897,1.191,1.1845,0
2021-07-01,1.1848,1.1859,1.1885,1.1837,0
