Date,Open,High,Low,Close,Volume
2024-10-01,1.1067,1.1134,1.1143,1.1044,0
2024-10-02,1.1045,1.1067,1.1082,1.1032,0
2024-10-03,1.1031,1.1044,1.1049,1.1006,0
2024-10-04,1.0976,1.1031,1.1039,1.095,0
2024-10-07,1.0974,1.0974,1.0986,1.0954,0
2024-10-08,1.098,1.0975,1.0996,1.096,0
2024-10-09,1.0939,1.098,1.0981,1.0936,0
2024-10-10,1.0935,1.0938,1.0954,1.0898,0
2024-10-11,1.0937,1.0932,1.0953,1.0925,0
2024-10-14,1.0909,1.0932,1.0936,1.0888,0
2024-10-15,1.089,1.0908,1.0916,1.0881,0
2024-10-16,1.0861,1.089,1.0901,1.0853,0
2024-10-17,1.0831,1.0861,1.0873,1.081,0
2024-10-18,1.0866,1.0831,1.0869,1.0823,0
2024-10-21,1.0815,1.086,1.0872,1.081,0
2024-10-22,1.0797,1.0814,1.0837,1.0792,0
2024-10-23,1.0781,1.0797,1.0806,1.076,0
2024-10-24,1.0827,1.0782,1.0829,1.0768,0
2024-10-25,1.0793,1.0826,1.0839,1.0793,0
2024-10-28,1.0812,1.0795,1.0827,1.078,0
2024-10-29,1.0818,1.0812,1.0826,1.0768,0
2024-10-30,1.0855,1.0818,1.0871,1.0807,0
2024-10-31,1.0883,1.0855,1.0887,1.0842,0
2024-11-01,1.0834,1.0882,1.0905,1.0831,0
2024-11-04,1.0877,1.0858,1.0914,1.0857,0
2024-11-05,1.093,1.088,1.0936,1.0871,0
2024-11-06,1.0728,1.093,1.0937,1.0681,0
2024-11-07,1.0804,1.0728,1.0824,1.0711,0
2024-11-08,1.0718,1.0805,1.0805,1.0686,0
2024-11-11,1.0654,1.0712,1.0727,1.0628,0
2024-11-12,1.0623,1.0652,1.0663,1.0594,0
2024-11-13,1.0563,1.0622,1.0653,1.0555,0
2024-11-14,1.053,1.0563,1.0582,1.0496,0
2024-11-15,1.0541,1.053,1.0592,1.0516,0
2024-11-18,1.0599,1.0533,1.0607,1.0529,0
2024-11-19,1.0595,1.0598,1.06,1.0523,0
2024-11-20,1.0543,1.0594,1.0609,1.0507,0
2024-11-21,1.0473,1.054,1.0554,1.0461,0
2024-11-22,1.0417,1.0473,1.0497,1.0333,0
2024-11-25,1.0494,1.0426,1.053,1.0426,0
