
2025-01-09 01:10:00,1.03171,1.03171,1.03171,1.03171,1
2025-01-09 01:11:00,1.0317,1.03174,1.03162,1.03162,25
2025-01-09 01:12:00,1.03159,1.03165,1.03159,1.03161,6
2025-01-09 01:13:00,1.03158,1.03159,1.03154,1.03154,5
2025-01-09 01:14:00,1.03154,1.03157,1.03154,1.03157,5
2025-01-09 01:15:00,1.03157,1.03158,1.03157,1.03158,2
2025-01-09 01:16:00,1.03155,1.03155,1.03152,1.03152,7
2025-01-09 01:17:00,1.03152,1.03152,1.03144,1.03144,8
2025-01-09 01:18:00,1.03143,1.03144,1.0314,1.0314,7
2025-01-09 01:19:00,1.03139,1.03139,1.03138,1.03138,2
2025-01-09 01:20:00,1.03144,1.03147,1.0314,1.03147,7
2025-01-09 01:21:00,1.03144,1.03144,1.03139,1.03143,11
2025-01-09 01:22:00,1.03141,1.03141,1.03139,1.03139,3
2025-01-09 01:23:00,1.03139,1.03139,1.03139,1.03139,1
2025-01-09 01:24:00,1.03139,1.03143,1.03139,1.03143,3
2025-01-09 01:25:00,1.03145,1.03154,1.03144,1.03153,6
2025-01-09 01:26:00,1.03153,1.03153,1.03153,1.03153,1
2025-01-09 01:27:00,1.03151,1.03153,1.03151,1.03153,2
2025-01-09 01:28:00,1.03153,1.03153,1.03152,1.03152,2
2025-01-09 01:29:00,1.0315,1.03151,1.0315,1.03151,2
2025-01-09 01:30:00,1.0315,1.03156,1.0315,1.03152,12
2025-01-09 01:31:00,1.03153,1.03156,1.03151,1.03153,6
2025-01-09 01:32:00,1.03153,1.03154,1.03147,1.0315,5
2025-01-09 01:33:00,1.03152,1.03153,1.0315,1.0315,9
2025-01-09 01:34:00,1.03149,1.0315,1.03149,1.03149,3
2025-01-09 01:35:00,1.0315,1.03151,1.0315,1.0315,3
2025-01-09 01:36:00,1.0315,1.0315,1.0315,1.0315,1
2025-01-09 01:37:00,1.0315,1.0315,1.03148,1.03148,2
2025-01-09 01:38:00,1.03144,1.03144,1.03144,1.03144,1
2025-01-09 01:39:00,1.03151,1.03156,1.03151,1.03156,3
2025-01-09 01:40:00,1.03157,1.03157,1.03153,1.03153,7
2025-01-09 01:41:00,1.03152,1.03152,1.03151,1.03152,3
2025-01-09 01:42:00,1.03155,1.03158,1.03155,1.03158,3
2025-01-09 01:43:00,1.0316,1.0316,1.03158,1.03159,3
2025-01-09 01:44:00,1.03163,1.03164,1.03162,1.03164,3
2025-01-09 01:45:00,1.03162,1.03164,1.03162,1.03164,7
2025-01-09 01:46:00,1.03164,1.03164,1.03156,1.03156,12
2025-01-09 01:47:00,1.03158,1.03162,1.03157,1.03159,10
2025-01-09 01:48:00,1.03155,1.03155,1.03152,1.03152,6
2025-01-09 01:49:00,1.03153,1.03154,1.03152,1.03152,6
2025-01-09 01:50:00,1.03153,1.03155,1.03153,1.03155,3
2025-01-09 01:51:00,1.03156,1.03157,1.03155,1.03155,4
2025-01-09 01:52:00,1.03155,1.03155,1.03154,1.03154,6
2025-01-09 01:53:00,1.03155,1.03155,1.03154,1.03154,2
2025-01-09 01:54:00,1.03148,1.03151,1.03148,1.0315,7
2025-01-09 01:55:00,1.03148,1.03149,1.03147,1.03147,10
2025-01-09 01:56:00,1.03148,1.0315,1.03147,1.03149,4
2025-01-09 01:57:00,1.03142,1.03142,1.03139,1.0314,7
2025-01-09 01:58:00,1.0314,1.03141,1.03139,1.0314,7
2025-01-09 01:59:00,1.0314,1.0314,1.03136,1.03137,7
2025-01-09 02:00:00,1.03132,1.03143,1.03132,1.03143,15
2025-01-09 02:02:00,1.0314,1.03146,1.03134,1.03146,12
2025-01-09 02:03:00,1.03145,1.03145,1.03142,1.03143,11
2025-01-09 02:04:00,1.03142,1.03143,1.03141,1.03141,8
2025-01-09 02:05:00,1.0314,1.03142,1.03139,1.03141,14
2025-01-09 02:06:00,1.03136,1.03137,1.03131,1.03132,11
2025-01-09 02:07:00,1.03137,1.03137,1.03132,1.03132,6
2025-01-09 02:08:00,1.03132,1.03132,1.03129,1.03129,11
2025-01-09 02:09:00,1.03126,1.03128,1.03122,1.03127,15
2025-01-09 02:10:00,1.03124,1.03124,1.03112,1.03116,17
2025-01-09 02:11:00,1.03111,1.03111,1.03107,1.03108,4
2025-01-09 02:12:00,1.03104,1.03108,1.03104,1.03108,7
2025-01-09 02:13:00,1.03112,1.03112,1.03111,1.03112,5
2025-01-09 02:14:00,1.03116,1.03117,1.03116,1.03117,2
2025-01-09 02:15:00,1.03112,1.03112,1.03107,1.03108,6
2025-01-09 02:16:00,1.03112,1.03117,1.03111,1.03117,8
2025-01-09 02:17:00,1.03107,1.03118,1.03107,1.03117,12
2025-01-09 02:18:00,1.03116,1.03121,1.03113,1.03116,13
2025-01-09 02:19:00,1.03116,1.03119,1.03116,1.03119,6
2025-01-09 02:20:00,1.0312,1.03122,1.0312,1.03122,5
2025-01-09 02:21:00,1.03123,1.03123,1.03114,1.03116,14
2025-01-09 02:22:00,1.03108,1.03112,1.03106,1.03112,13
2025-01-09 02:23:00,1.03118,1.03118,1.03113,1.03113,7
2025-01-09 02:24:00,1.03112,1.03115,1.03112,1.03115,7
2025-01-09 02:25:00,1.03115,1.03119,1.03114,1.03119,7
2025-01-09 02:26:00,1.03118,1.03123,1.03118,1.03123,4
2025-01-09 02:27:00,1.03118,1.03123,1.03118,1.0312,9
2025-01-09 02:28:00,1.03118,1.03118,1.03113,1.03117,12
2025-01-09 02:29:00,1.03117,1.0312,1.03117,1.0312,4
2025-01-09 02:31:00,1.03109,1.03116,1.03109,1.03114,9
2025-01-09 02:32:00,1.03114,1.03115,1.03088,1.03088,10
2025-01-09 02:33:00,1.03087,1.03087,1.03066,1.03066,20
2025-01-09 02:34:00,1.03077,1.03078,1.03057,1.03062,25
2025-01-09 02:35:00,1.03048,1.0307,1.03048,1.03067,24
2025-01-09 02:36:00,1.03057,1.03062,1.03052,1.03057,38
