Date,Open,High,Low,Close,Volume
2025-02-12 01:18:00,1.03654,1.03654,1.03647,1.03647,7
2025-02-12 01:19:00,1.03643,1.03643,1.03643,1.03643,1
2025-02-12 01:20:00,1.03643,1.03643,1.03642,1.03642,2
2025-02-12 01:21:00,1.03643,1.03643,1.03642,1.03642,2
2025-02-12 01:22:00,1.03638,1.03638,1.03638,1.03638,1
2025-02-12 01:23:00,1.03635,1.03635,1.03635,1.03635,1
2025-02-12 01:24:00,1.03627,1.03628,1.03627,1.03628,2
2025-02-12 01:25:00,1.03628,1.03628,1.03628,1.03628,1
2025-02-12 01:26:00,1.03628,1.03628,1.03628,1.03628,1
2025-02-12 01:27:00,1.03628,1.03628,1.03627,1.03627,2
2025-02-12 01:28:00,1.03626,1.03626,1.03626,1.03626,1
2025-02-12 01:29:00,1.03625,1.03625,1.03625,1.03625,1
2025-02-12 01:30:00,1.03628,1.03628,1.03627,1.03627,2
2025-02-12 01:31:00,1.03634,1.03634,1.03634,1.03634,1
2025-02-12 01:32:00,1.0363,1.0363,1.0363,1.0363,1
2025-02-12 01:33:00,1.03631,1.03631,1.03631,1.03631,1
2025-02-12 01:34:00,1.03634,1.03634,1.03634,1.03634,1
2025-02-12 01:35:00,1.03633,1.03633,1.03633,1.03633,1
2025-02-12 01:36:00,1.03639,1.03641,1.03639,1.03641,2
2025-02-12 01:37:00,1.0364,1.0364,1.0364,1.0364,1
2025-02-12 01:38:00,1.03638,1.03638,1.03638,1.03638,1
2025-02-12 01:39:00,1.03636,1.03636,1.03636,1.03636,1
2025-02-12 01:40:00,1.03632,1.03632,1.03632,1.03632,1
2025-02-12 01:41:00,1.03639,1.03642,1.03639,1.03642,3
2025-02-12 01:42:00,1.03645,1.03645,1.03645,1.03645,1
2025-02-12 01:43:00,1.03645,1.03648,1.03645,1.03647,3
2025-02-12 01:44:00,1.03649,1.03649,1.03649,1.03649,1
2025-02-12 01:45:00,1.03651,1.0365199999999999,1.03651,1.0365199999999999,2
2025-02-12 01:46:00,1.0365199999999999,1.03653,1.0365199999999999,1.03653,2
2025-02-12 01:47:00,1.03654,1.03654,1.03654,1.03654,1
2025-02-12 01:48:00,1.03648,1.03648,1.03646,1.03646,3
2025-02-12 01:49:00,1.03647,1.03647,1.03647,1.03647,1
2025-02-12 01:50:00,1.03648,1.03648,1.03648,1.03648,1
2025-02-12 01:51:00,1.03646,1.03646,1.03646,1.03646,1
2025-02-12 01:52:00,1.0365,1.0365,1.0365,1.0365,1
2025-02-12 01:53:00,1.0365199999999999,1.0365199999999999,1.0365199999999999,1.0365199999999999,1
2025-02-12 01:54:00,1.03651,1.03651,1.03651,1.03651,1
2025-02-12 01:55:00,1.03649,1.03649,1.03649,1.03649,1
2025-02-12 01:56:00,1.03638,1.03639,1.03638,1.03639,2
2025-02-12 01:57:00,1.0364,1.03641,1.0364,1.03641,2
2025-02-12 01:58:00,1.0364,1.03641,1.0364,1.03641,4
2025-02-12 01:59:00,1.03638,1.03639,1.03632,1.03632,5
2025-02-12 02:00:00,1.0364,1.03641,1.0364,1.03641,2
2025-02-12 02:01:00,1.03625,1.03625,1.03625,1.03625,1
2025-02-12 02:02:00,1.03631,1.03631,1.03631,1.03631,1
2025-02-12 02:03:00,1.03619,1.03619,1.03619,1.03619,1
2025-02-12 02:04:00,1.03634,1.03634,1.03633,1.03633,2
2025-02-12 02:05:00,1.03614,1.03614,1.03614,1.03614,1
2025-02-12 02:06:00,1.03597,1.03598,1.03597,1.03597,3
2025-02-12 02:07:00,1.03594,1.03594,1.03594,1.03594,1
2025-02-12 02:08:00,1.03589,1.03589,1.03588,1.03589,3
2025-02-12 02:09:00,1.03593,1.03594,1.03593,1.03593,3
2025-02-12 02:10:00,1.03584,1.03585,1.03584,1.03585,2
2025-02-12 02:11:00,1.03586,1.03586,1.03586,1.03586,1
2025-02-12 02:12:00,1.03588,1.03589,1.03583,1.03583,3
2025-02-12 02:13:00,1.0358,1.0358,1.03579,1.03579,2
2025-02-12 02:14:00,1.03579,1.03579,1.03579,1.03579,1
2025-02-12 02:15:00,1.03583,1.03583,1.03583,1.03583,1
2025-02-12 02:16:00,1.03579,1.03579,1.03579,1.03579,1
2025-02-12 02:17:00,1.03578,1.03583,1.03578,1.03583,2
2025-02-12 02:18:00,1.03574,1.03574,1.03573,1.03573,2
2025-02-12 02:19:00,1.03574,1.03574,1.03574,1.03574,1
2025-02-12 02:20:00,1.03573,1.03574,1.03573,1.03573,3
2025-02-12 02:21:00,1.03579,1.03579,1.03578,1.03579,3
2025-02-12 02:22:00,1.03583,1.03584,1.03583,1.03583,3
2025-02-12 02:23:00,1.03582,1.03583,1.03582,1.03583,2
2025-02-12 02:24:00,1.03582,1.03582,1.03581,1.03581,2
2025-02-12 02:25:00,1.03584,1.03584,1.03583,1.03583,2
2025-02-12 02:26:00,1.03577,1.03581,1.03577,1.03581,2
2025-02-12 02:27:00,1.0358,1.0358,1.0358,1.0358,1
2025-02-12 02:28:00,1.03585,1.03585,1.03585,1.03585,1
2025-02-12 02:29:00,1.03592,1.03592,1.03589,1.03589,2
2025-02-12 02:30:00,1.03583,1.03583,1.03581,1.03581,2
2025-02-12 02:31:00,1.03578,1.03578,1.03578,1.03578,1
2025-02-12 02:32:00,1.03572,1.03572,1.03572,1.03572,1
2025-02-12 02:33:00,1.03573,1.03573,1.03573,1.03573,1
2025-02-12 02:34:00,1.03578,1.03578,1.03578,1.03578,1
2025-02-12 02:35:00,1.03578,1.03578,1.03578,1.03578,1
2025-02-12 02:36:00,1.03567,1.03567,1.03566,1.03566,2
2025-02-12 02:37:00,1.03579,1.03579,1.03578,1.03578,2
2025-02-12 02:38:00,1.03583,1.03583,1.03583,1.03583,1
2025-02-12 02:39:00,1.03582,1.03582,1.03582,1.03582,1
2025-02-12 02:40:00,1.03583,1.03584,1.03583,1.03583,3
2025-02-12 02:41:00,1.03583,1.03583,1.03583,1.03583,1
2025-02-12 02:42:00,1.03578,1.03578,1.03577,1.03577,2
2025-02-12 02:43:00,1.03571,1.03574,1.03571,1.03574,2
2025-02-12 02:44:00,1.0358,1.0358,1.0358,1.0358,1
2025-02-12 02:45:00,1.03579,1.03579,1.03578,1.03579,3
2025-02-12 02:46:00,1.03578,1.03578,1.03576,1.03576,2
2025-02-12 02:47:00,1.0358,1.0358,1.03579,1.03579,2
2025-02-12 02:48:00,1.0358,1.0358,1.0358,1.0358,1
2025-02-12 02:49:00,1.03582,1.03582,1.03581,1.03581,2
2025-02-12 02:50:00,1.03576,1.03576,1.03576,1.03576,1
2025-02-12 02:51:00,1.03576,1.03576,1.03573,1.03573,3
2025-02-12 02:52:00,1.03572,1.03572,1.03572,1.03572,1
2025-02-12 02:53:00,1.03574,1.03574,1.03574,1.03574,1
2025-02-12 02:54:00,1.03581,1.03581,1.03579,1.03581,3
2025-02-12 02:55:00,1.03567,1.03571,1.03567,1.03571,3
2025-02-12 02:56:00,1.03564,1.03564,1.03564,1.03564,1
2025-02-12 02:57:00,1.03572,1.03573,1.03572,1.03573,2
2025-02-12 02:58:00,1.03574,1.03574,1.03574,1.03574,1
2025-02-12 02:59:00,1.03572,1.03573,1.03572,1.03572,3
2025-02-12 03:00:00,1.03572,1.03572,1.03569,1.0357,4
2025-02-12 03:01:00,1.03572,1.03572,1.03569,1.03569,3
2025-02-12 03:02:00,1.03563,1.03563,1.03562,1.03562,4
2025-02-12 03:03:00,1.0356,1.0356,1.03559,1.03559,2
2025-02-12 03:04:00,1.03557,1.03557,1.03557,1.03557,1
2025-02-12 03:05:00,1.03559,1.03559,1.03559,1.03559,1
2025-02-12 03:06:00,1.03567,1.03567,1.03562,1.03562,2
2025-02-12 03:07:00,1.0354700000000001,1.03548,1.03546,1.0354700000000001,5
2025-02-12 03:08:00,1.03544,1.03544,1.03543,1.03543,2
2025-02-12 03:09:00,1.03557,1.03557,1.03557,1.03557,1
2025-02-12 03:10:00,1.03552,1.03552,1.03552,1.03552,1
