Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,591.68,597.24,590.86,590.2,590.2,0
2023-01-04,591.1,594.36,590.85,590.2,590.2,0
2023-01-05,591.1,595.92,590.44,589.72,589.72,0
2023-01-06,590.59,596.0,589.65,587.85,587.85,0
2023-01-09,594.09,594.51,589.03,587.35,587.35,0
2023-01-10,589.03,591.71,585.1,583.6,583.6,0
2023-01-11,585.4,587.5,579.35,578.35,578.35,0
2023-01-12,579.53,585.0,578.93,577.62,577.62,0
2023-01-13,578.93,582.0,570.93,567.86,567.86,0
2023-01-16,570.93,579.92,570.88,567.86,567.86,0
2023-01-17,570.93,580.78,565.05,564.35,564.35,0
2023-01-18,565.05,571.64,564.03,563.35,563.35,0
2023-01-19,564.03,571.63,563.3,562.85,562.85,0
2023-01-20,563.3,568.28,563.3,562.85,562.85,0
2023-01-23,563.3,569.5,562.88,562.85,562.85,0
2023-01-24,563.3,566.44,562.04,561.85,561.85,0
2023-01-25,563.3,565.92,562.28,560.35,560.35,0
2023-01-26,562.88,565.5,562.28,560.35,560.35,0
2023-01-27,562.55,563.95,554.4,553.6,553.6,0
2023-01-30,554.4,561.52,552.33,550.85,550.85,0
2023-01-31,552.33,555.97,551.41,550.03,550.03,0
2023-02-01,551.54,555.07,551.41,551.85,551.85,0
2023-02-02,553.78,561.3,553.26,559.6,559.6,0
2023-02-03,560.4,568.3,551.73,565.88,565.88,0
2023-02-06,567.66,573.91,566.41,571.6,571.6,0
2023-02-07,573.15,579.77,570.18,577.85,577.85,0
2023-02-08,579.05,583.67,571.38,580.35,580.35,0
2023-02-09,582.28,584.0,578.22,578.25,578.25,0
2023-02-10,580.13,583.61,572.38,570.0,570.0,0
2023-02-13,580.13,581.13,571.88,570.13,570.13,0
2023-02-14,571.94,576.0,568.38,566.75,566.75,0
2023-02-15,568.38,576.0,561.88,560.0,560.0,0
2023-02-16,561.88,567.84,559.25,557.65,557.65,0
2023-02-17,559.25,564.0,558.22,555.6,555.6,0
2023-02-20,561.13,561.13,558.22,555.6,555.6,0
2023-02-21,558.22,561.6,557.73,555.0,555.0,0
2023-02-22,557.92,561.02,557.63,555.0,555.0,0
2023-02-23,557.92,563.34,557.59,559.75,559.75,0
2023-02-24,561.25,563.6,559.05,558.6,558.6,0
2023-02-27,563.13,563.6,559.88,558.1,558.1,0
2023-02-28,559.91,563.5,558.07,555.0,555.0,0
2023-03-01,558.35,560.2,558.05,555.0,555.0,0
2023-03-02,558.35,560.0,554.96,554.6,554.6,0
2023-03-03,555.65,559.0,554.95,554.6,554.6,0
2023-03-06,558.55,559.0,552.59,551.22,551.22,0
2023-03-07,552.59,555.06,549.6,548.1,548.1,0
2023-03-08,549.9,553.92,548.95,547.7,547.7,0
2023-03-09,549.3,553.5,548.19,546.63,546.63,0
2023-03-10,548.19,551.87,547.27,546.63,546.63,0
2023-03-13,548.19,549.95,545.6,543.9,543.9,0
2023-03-14,545.6,548.21,545.25,543.37,543.37,0
2023-03-15,545.34,548.0,544.65,542.74,542.74,0
2023-03-16,545.82,547.5,542.9,542.15,542.15,0
