Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,613.59,615.95,609.61,611.9,611.9,0
2021-01-05,612.09,614.95,610.65,610.8,610.8,0
2021-01-06,611.54,613.9,610.65,610.8,610.8,0
2021-01-07,611.54,616.17,610.1,612.35,612.35,0
2021-01-08,613.9,616.47,612.72,612.95,612.95,0
2021-01-11,615.38,616.5,612.22,613.0,613.0,0
2021-01-12,614.96,616.0,610.67,611.3,611.3,0
2021-01-13,614.21,615.15,610.67,609.3,609.3,0
2021-01-14,612.87,614.15,608.88,611.48,611.48,0
2021-01-15,611.48,614.0,608.06,605.2,605.2,0
2021-01-18,608.1,609.22,607.99,606.7,606.7,0
2021-01-19,609.11,614.0,607.53,606.15,606.15,0
2021-01-20,608.84,614.0,607.72,606.85,606.85,0
2021-01-21,609.45,614.0,608.53,606.5,606.5,0
2021-01-22,609.58,614.4,609.33,609.8,609.8,0
2021-01-25,611.15,614.4,608.72,609.45,609.45,0
2021-01-26,611.83,614.72,609.33,610.45,610.45,0
2021-01-27,612.65,614.9,611.78,610.8,610.8,0
2021-01-28,612.83,615.05,611.91,611.1,611.1,0
2021-01-29,613.45,615.05,612.31,610.55,610.55,0
2021-02-01,612.76,615.05,611.04,611.1,611.1,0
2021-02-02,613.71,614.63,610.68,611.25,611.25,0
2021-02-03,612.81,614.63,611.18,610.75,610.75,0
2021-02-04,613.34,613.92,611.69,610.85,610.85,0
2021-02-05,613.4,613.92,610.74,608.72,608.72,0
2021-02-08,611.79,612.93,608.82,608.85,608.85,0
2021-02-09,612.12,612.47,609.32,608.95,608.95,0
2021-02-10,612.17,612.24,610.05,609.1,609.1,0
2021-02-11,611.1,612.32,609.55,609.0,609.0,0
2021-02-12,612.03,612.05,609.27,607.65,607.65,0
2021-02-15,610.18,610.72,608.74,607.0,607.0,0
2021-02-16,609.5,611.63,607.63,608.25,608.25,0
2021-02-17,610.34,612.28,607.63,609.55,609.55,0
2021-02-18,610.98,612.78,609.59,609.4,609.4,0
2021-02-19,611.9,612.7,610.22,608.17,608.17,0
2021-02-22,611.24,612.16,608.75,608.75,608.75,0
2021-02-23,609.42,612.65,608.75,610.3,610.3,0
2021-02-24,611.78,613.17,608.85,608.5,608.5,0
2021-02-25,611.48,611.48,609.98,606.91,606.91,0
2021-02-26,609.98,612.68,609.53,609.95,609.95,0
2021-03-01,612.34,613.65,610.0,611.25,611.25,0
2021-03-02,612.97,614.3,610.0,610.6,610.6,0
2021-03-03,612.91,613.8,611.43,609.1,609.1,0
2021-03-04,612.43,613.54,610.05,609.1,609.1,0
2021-03-05,612.43,612.74,610.05,609.3,609.3,0
2021-03-08,611.03,612.65,609.67,608.75,608.75,0
2021-03-09,612.23,612.38,609.4,607.95,607.95,0
2021-03-10,611.24,611.24,607.7,607.35,607.35,0
2021-03-11,610.76,610.93,608.2,607.7,607.7,0
2021-03-12,610.93,611.1,608.71,608.05,608.05,0
2021-03-15,609.78,611.47,608.89,608.15,608.15,0
2021-03-16,611.11,611.58,608.58,607.75,607.75,0
2021-03-17,610.91,611.4,609.08,607.8,607.8,0
2021-03-18,610.88,611.2,609.05,608.25,608.25,0
2021-03-19,611.1,611.33,609.45,608.3,608.3,0
2021-03-22,610.91,611.42,608.14,608.5,608.5,0
2021-03-23,611.01,611.7,607.65,608.85,608.85,0
2021-03-24,611.18,612.35,607.65,609.7,609.7,0
2021-03-25,611.84,612.89,608.98,607.33,607.33,0
2021-03-26,612.51,613.86,610.8,609.85,609.85,0
2021-03-29,612.42,613.42,610.85,609.85,609.85,0
2021-03-30,612.53,615.15,609.78,613.3,613.3,0
2021-03-31,614.26,614.87,609.78,612.55,612.55,0
2021-04-01,613.89,615.6,610.66,612.55,612.55,0
2021-04-02,613.89,614.28,610.65,612.55,612.55,0
2021-04-05,611.23,614.04,611.22,611.5,611.5,0
2021-04-06,613.41,613.41,610.2,610.5,610.5,0
2021-04-07,612.91,613.53,610.02,609.5,609.5,0
2021-04-08,612.11,612.41,609.77,608.7,608.7,0
2021-04-09,611.78,613.23,611.48,610.85,610.85,0
2021-04-12,612.53,614.25,610.66,611.5,611.5,0
2021-04-13,613.11,614.25,609.57,611.3,611.3,0
2021-04-14,613.01,614.25,609.55,611.5,611.5,0
2021-04-15,613.11,614.25,610.36,611.45,611.45,0
2021-04-16,613.28,614.22,611.52,611.45,611.45,0
2021-04-19,612.39,614.71,611.0,612.0,612.0,0
2021-04-20,613.0,614.34,611.5,612.25,612.25,0
2021-04-21,614.22,615.5,611.41,612.65,612.65,0
2021-04-22,614.42,616.25,611.85,612.0,612.0,0
2021-04-23,614.49,615.98,612.49,612.0,612.0,0
2021-04-26,615.48,616.21,612.49,612.0,612.0,0
2021-04-27,614.49,617.55,613.49,615.1,615.1,0
2021-04-28,617.03,618.83,614.19,616.5,616.5,0
2021-04-29,617.73,619.75,614.3,616.5,616.5,0
2021-04-30,617.73,619.08,614.48,612.95,612.95,0
2021-05-03,616.41,616.66,613.46,612.95,612.95,0
2021-05-04,616.24,616.47,613.46,611.85,611.85,0
2021-05-05,615.26,616.65,611.78,613.3,613.3,0
2021-05-06,615.61,617.65,611.72,615.3,615.3,0
2021-05-07,616.54,618.33,612.38,615.65,615.65,0
2021-05-10,616.49,617.83,613.9,612.0,612.0,0
2021-05-11,614.9,616.4,613.9,612.0,612.0,0
2021-05-12,614.9,617.5,613.9,615.0,615.0,0
2021-05-13,616.4,617.5,614.4,615.0,615.0,0
2021-05-14,616.4,618.05,613.34,610.0,610.0,0
2021-05-17,613.91,615.57,610.97,611.0,611.0,0
2021-05-18,614.41,617.0,612.47,615.0,615.0,0
2021-05-19,616.41,617.5,613.86,615.0,615.0,0
2021-05-20,616.41,618.33,614.91,616.45,616.45,0
2021-05-21,617.8,618.72,613.66,616.45,616.45,0
2021-05-24,614.23,619.28,614.23,616.95,616.95,0
2021-05-25,618.05,619.3,616.14,616.95,616.95,0
2021-05-26,618.05,619.53,616.58,616.95,616.95,0
2021-05-27,618.05,619.08,616.08,616.95,616.95,0
2021-05-28,618.05,619.55,616.08,617.05,617.05,0
2021-05-31,617.95,619.32,615.62,613.22,613.22,0
2021-06-01,616.29,619.65,616.08,617.3,617.3,0
2021-06-02,618.23,620.17,616.09,618.35,618.35,0
2021-06-03,619.68,620.17,616.87,618.1,618.1,0
2021-06-04,619.55,619.8,616.89,618.1,618.1,0
2021-06-07,619.55,619.9,616.38,617.4,617.4,0
2021-06-08,619.05,619.72,615.6,613.45,613.45,0
2021-06-09,616.53,619.72,615.69,614.13,614.13,0
2021-06-10,619.08,620.05,616.61,617.45,617.45,0
2021-06-11,619.08,619.46,616.61,616.0,616.0,0
2021-06-14,618.35,619.07,617.1,616.95,616.95,0
2021-06-15,618.83,619.08,616.84,616.3,616.3,0
2021-06-16,618.51,618.88,614.83,614.3,614.3,0
2021-06-17,615.71,618.65,615.67,614.3,614.3,0
2021-06-18,617.51,619.31,616.86,617.8,617.8,0
2021-06-21,617.15,619.9,616.59,617.75,617.75,0
2021-06-22,619.23,620.05,615.98,618.1,618.1,0
2021-06-23,619.63,619.98,616.52,618.1,618.1,0
2021-06-24,619.63,620.55,616.97,618.1,618.1,0
2021-06-25,619.63,620.8,618.47,618.25,618.25,0
2021-06-28,618.86,620.3,616.69,617.4,617.4,0
2021-06-29,619.4,620.25,617.19,618.5,618.5,0
2021-06-30,619.95,620.75,617.53,618.5,618.5,0
2021-07-01,619.95,621.15,617.7,618.65,618.65,0
2021-07-02,620.14,621.0,618.31,618.2,618.2,0
2021-07-05,618.9,620.09,618.07,618.2,618.2,0
2021-07-06,619.91,621.17,618.24,618.7,618.7,0
2021-07-07,620.16,621.7,617.58,619.55,619.55,0
2021-07-08,620.59,622.1,617.58,620.2,620.2,0
2021-07-09,620.91,622.78,617.71,620.2,620.2,0
2021-07-12,621.22,623.28,617.82,616.0,616.0,0
2021-07-13,619.0,621.16,617.5,618.2,618.2,0
2021-07-14,620.1,621.22,617.03,617.55,617.55,0
2021-07-15,619.68,620.6,617.62,617.55,617.55,0
2021-07-16,619.68,621.05,618.23,618.45,618.45,0
2021-07-19,620.14,621.22,617.41,618.2,618.2,0
2021-07-20,620.01,620.1,616.64,618.1,618.1,0
2021-07-21,619.96,621.15,616.64,618.1,618.1,0
2021-07-22,619.96,621.17,617.32,614.45,614.45,0
2021-07-23,619.96,620.34,617.3,618.3,618.3,0
2021-07-26,618.15,621.0,617.61,618.3,618.3,0
2021-07-27,620.06,621.4,617.21,619.15,619.15,0
2021-07-28,619.78,621.7,616.71,619.15,619.15,0
2021-07-29,619.78,621.09,617.44,619.15,619.15,0
2021-07-30,619.78,621.61,618.16,619.15,619.15,0
2021-08-02,621.01,622.04,617.21,620.0,620.0,0
2021-08-03,620.21,622.47,618.65,619.95,619.95,0
2021-08-04,620.18,622.47,617.71,619.7,619.7,0
2021-08-05,620.05,622.85,617.22,619.7,619.7,0
2021-08-06,620.05,622.35,617.71,619.5,619.5,0
2021-08-09,618.76,622.9,617.71,620.8,620.8,0
2021-08-10,622.1,623.4,618.41,619.35,619.35,0
2021-08-11,621.38,624.65,619.56,621.3,621.3,0
2021-08-12,622.87,623.97,620.36,618.65,618.65,0
2021-08-13,621.54,622.33,619.09,617.6,617.6,0
2021-08-16,621.28,621.51,618.32,615.95,615.95,0
2021-08-17,620.12,620.72,617.97,616.1,616.1,0
2021-08-18,620.2,620.85,618.23,616.1,616.1,0
2021-08-19,620.2,620.9,618.36,616.8,616.8,0
2021-08-20,620.54,621.05,618.7,616.8,616.8,0
2021-08-23,619.39,621.16,618.06,617.7,617.7,0
2021-08-24,620.99,621.61,618.06,618.21,618.21,0
2021-08-25,621.25,622.78,618.55,619.0,619.0,0
2021-08-26,621.65,622.63,619.0,619.0,619.0,0
2021-08-27,621.65,623.36,620.44,619.4,619.4,0
2021-08-30,623.36,623.36,621.12,619.4,619.4,0
2021-08-31,621.84,623.41,621.23,620.35,620.35,0
2021-09-01,622.32,624.31,620.95,621.15,621.15,0
2021-09-02,624.16,624.49,622.79,621.35,621.35,0
2021-09-03,624.26,624.48,622.17,621.35,621.35,0
2021-09-06,622.17,624.26,622.17,621.35,621.35,0
2021-09-07,624.26,624.68,622.17,621.35,621.35,0
2021-09-08,624.26,624.67,623.23,621.35,621.35,0
2021-09-09,624.26,626.4,624.16,621.35,621.35,0
2021-09-10,624.26,627.16,623.86,622.65,622.65,0
2021-09-13,624.91,626.99,624.39,622.65,622.65,0
2021-09-14,624.91,626.33,624.03,622.35,622.35,0
2021-09-15,624.76,625.64,623.51,621.63,621.63,0
2021-09-16,624.4,625.09,623.54,622.17,622.17,0
2021-09-17,624.67,625.24,622.98,621.05,621.05,0
2021-09-20,623.9,624.84,622.04,621.47,621.47,0
2021-09-21,624.32,624.84,623.02,621.47,621.47,0
2021-09-22,624.32,625.25,621.88,622.5,622.5,0
2021-09-23,624.84,626.25,622.67,622.5,622.5,0
2021-09-24,624.84,626.83,623.96,623.1,623.1,0
2021-09-27,626.72,626.72,624.16,623.25,623.25,0
2021-09-28,625.54,626.64,624.74,623.28,623.28,0
2021-09-29,625.56,627.84,624.68,623.68,623.68,0
2021-09-30,625.76,627.59,624.92,624.17,624.17,0
2021-10-01,626.01,628.09,624.92,624.08,624.08,0
2021-10-04,626.2,628.04,624.68,622.95,622.95,0
2021-10-05,625.96,628.04,624.92,624.08,624.08,0
2021-10-06,625.96,628.19,623.61,624.38,624.38,0
2021-10-07,626.11,628.26,624.16,624.53,624.53,0
2021-10-08,626.18,629.09,625.63,624.53,624.53,0
2021-10-11,628.24,628.34,626.17,624.53,624.53,0
2021-10-12,626.18,628.88,625.38,625.75,625.75,0
2021-10-13,626.79,629.55,625.42,626.1,626.1,0
2021-10-14,628.14,630.5,626.53,626.1,626.1,0
2021-10-15,628.14,631.0,627.09,626.1,626.1,0
2021-10-18,627.82,630.55,627.46,626.1,626.1,0
2021-10-19,628.14,631.49,627.08,626.6,626.6,0
2021-10-20,628.39,631.3,627.08,626.6,626.6,0
2021-10-21,628.39,632.03,624.76,626.6,626.6,0
2021-10-22,628.39,631.99,627.99,628.22,628.22,0
2021-10-25,630.58,632.72,628.59,629.1,629.1,0
2021-10-26,629.64,633.27,628.7,629.1,629.1,0
2021-10-27,629.64,635.78,629.51,631.55,631.55,0
2021-10-28,633.49,638.58,633.22,635.15,635.15,0
2021-10-29,637.72,640.12,634.07,635.15,635.15,0
2021-11-01,637.77,638.82,636.98,635.15,635.15,0
2021-11-02,637.72,640.3,637.15,636.6,636.6,0
2021-11-03,638.45,640.8,637.28,636.6,636.6,0
2021-11-04,638.45,641.29,637.65,637.58,637.58,0
2021-11-05,640.41,641.29,638.34,637.58,637.58,0
2021-11-08,640.41,643.07,637.72,638.35,638.35,0
2021-11-09,641.53,642.27,638.11,638.35,638.35,0
2021-11-10,641.53,642.59,638.16,639.37,639.37,0
2021-11-11,642.59,642.59,640.9,639.37,639.37,0
2021-11-12,642.59,644.4,640.93,639.8,639.8,0
2021-11-15,642.8,643.9,641.18,639.35,639.35,0
2021-11-16,642.58,642.58,638.69,640.01,640.01,0
2021-11-17,640.01,642.58,637.8,640.07,640.07,0
2021-11-18,640.07,640.43,637.82,640.07,640.07,0
2021-11-19,640.07,640.43,637.68,640.07,640.07,0
2021-11-22,640.07,640.24,635.43,640.07,640.07,0
2021-11-23,640.07,640.07,635.78,640.07,640.07,0
2021-11-24,640.07,640.07,634.46,640.07,640.07,0
2021-11-25,640.07,640.07,634.84,639.67,639.67,0
2021-11-26,639.67,639.67,628.0,626.0,626.0,0
2021-11-29,631.66,635.96,627.5,626.0,626.0,0
2021-11-30,628.0,630.99,627.5,626.0,626.0,0
2021-12-01,628.0,631.22,627.5,626.85,626.85,0
2021-12-02,628.42,630.27,628.08,626.85,626.85,0
2021-12-03,628.42,631.94,628.09,628.88,628.88,0
2021-12-06,630.68,634.67,628.8,631.35,631.35,0
2021-12-07,633.22,636.67,631.82,633.35,633.35,0
2021-12-08,634.22,639.63,633.42,636.6,636.6,0
2021-12-09,638.46,640.39,635.93,636.6,636.6,0
2021-12-10,638.46,640.53,637.66,635.47,635.47,0
2021-12-13,638.48,639.59,638.09,634.67,634.67,0
2021-12-14,638.09,639.15,637.42,634.87,634.87,0
2021-12-15,637.78,640.11,637.78,636.22,636.22,0
